id,text_len,summary_len
train_1628,665,150
train_1629,1008,283
train_1630,1084,235
train_1631,1113,213
train_1632,1010,207
train_1633,882,173
train_1634,807,145
train_1635,711,143
train_1636,939,197
train_1637,373,73
train_1638,387,88
train_1639,458,84
train_1640,610,110
train_1641,752,162
train_1642,2098,367
train_1643,583,123
train_1644,770,138
train_1645,1128,139
train_1646,1150,193
train_1647,375,74
train_1648,839,235
train_1649,754,121
train_1650,263,45
train_1651,489,68
train_1652,376,78
train_1653,712,179
train_1654,1337,291
train_1655,923,119
train_1656,466,99
train_1657,487,119
train_1658,249,56
train_1659,473,74
train_1660,377,92
train_1661,298,53
train_1662,779,147
train_1663,696,81
train_1664,724,162
train_1665,774,135
train_1666,882,186
train_1667,535,119
train_1668,1169,274
train_1669,719,187
train_1670,799,106
train_1671,414,56
train_1672,683,170
train_1673,815,186
train_1674,861,166
train_1675,744,157
train_1676,678,132
train_1677,861,196
train_1678,1375,231
train_1679,1257,194
train_1680,275,86
train_1681,472,89
train_1682,847,129
train_1683,1192,178
train_1684,1521,253
train_1685,566,76
train_1686,450,63
train_1687,589,88
train_1688,1782,254
train_1689,404,81
train_1690,543,125
train_1691,881,178
train_1692,931,139
train_1693,517,58
train_1694,287,60
train_1695,450,95
train_1696,660,136
train_1697,1273,250
train_1698,313,79
train_1699,689,103
train_1700,370,67
train_1701,364,60
train_1702,748,129
train_1703,808,178
train_1704,681,127
train_1705,795,150
train_1706,859,181
train_1707,1436,271
train_1708,1087,217
train_1709,502,99
train_1710,1105,193
train_1711,745,195
train_1712,544,131
train_1713,667,84
train_1714,839,185
train_1715,663,100
train_1716,1015,180
train_1717,2618,471
train_1718,233,49
train_1719,695,133
train_1720,259,40
train_1721,628,118
train_1722,623,177
train_1723,633,113
train_1724,322,74
train_1725,675,137
train_1726,530,176
train_1727,469,162
train_1728,711,111
train_1729,318,66
train_1730,582,113
train_1731,590,118
train_1732,1136,202
train_1733,670,130
train_1734,791,122
train_1735,682,84
train_1736,511,151
train_1737,679,98
train_1738,1133,239
train_1739,603,113
train_1740,365,91
train_1741,539,144
train_1742,784,100
train_1743,337,68
train_1744,1173,187
train_1745,441,154
train_1746,410,66
train_1747,851,86
train_1748,657,121
train_1749,352,48
train_1750,271,69
train_1751,617,63
train_1752,904,175
train_1753,649,102
train_1754,225,102
train_1755,262,115
train_1756,1056,147
train_1757,331,43
train_1758,629,64
train_1759,270,55
train_1760,386,100
train_1761,828,155
train_1762,217,71
train_1763,655,77
train_1764,4316,351
train_1765,496,89
train_1766,262,52
train_1767,507,73
train_1768,1795,233
train_1769,1261,220
train_1770,485,130
train_1771,735,141
train_1772,975,118
train_1773,1615,208
train_1774,607,73
train_1775,826,149
train_1776,976,190
train_1777,861,204
train_1778,233,44
train_1779,584,120
train_1780,585,113
train_1781,560,95
train_1782,1225,251
train_1783,588,134
train_1784,764,165
train_1785,602,123
train_1786,835,172
train_1787,621,145
train_1788,1009,177
train_1789,470,90
train_1790,242,46
train_1791,1212,234
train_1792,367,82
train_1793,1008,226
train_1794,273,47
train_1795,1175,190
train_1796,372,88
train_1797,746,128
train_1798,231,54
train_1799,1260,245
train_1800,794,141
train_1801,693,113
train_1802,250,58
train_1803,637,102
train_1804,481,88
train_1805,1158,251
train_1806,627,123
train_1807,230,52
train_1808,2088,334
train_1809,647,138
train_1810,2522,427
train_1811,821,176
train_1812,1243,240
train_1813,450,103
train_1814,626,136
train_1815,566,82
train_1816,767,139
train_1817,1282,275
train_1818,784,158
train_1819,647,142
train_1820,510,115
train_1821,674,118
train_1822,733,128
train_1823,715,119
train_1824,1649,353
train_1825,895,192
train_1826,493,80
train_1827,1063,171
train_1828,504,111
train_1829,550,101
train_1830,467,116
train_1831,898,159
train_1832,845,175
train_1833,1573,303
train_1834,1095,180
train_1835,504,99
train_1836,471,73
train_1837,215,48
train_1838,477,90
train_1839,1440,298
train_1840,795,137
train_1841,543,121
train_1842,531,85
train_1843,262,60
train_1844,739,110
train_1845,693,143
train_1846,775,188
train_1847,628,159
train_1848,1258,200
train_1849,465,91
train_1850,300,57
train_1851,457,94
train_1852,484,100
train_1853,719,134
train_1854,815,132
train_1855,482,92
train_1856,2335,289
train_1857,517,91
train_1858,1074,168
train_1859,319,66
train_1860,747,117
train_1861,212,55
train_1862,865,219
train_1863,509,89
train_1864,568,110
train_1865,226,56
train_1866,252,47
train_1867,623,120
train_1868,762,167
train_1869,736,143
train_1870,931,181
train_1871,1038,184
train_1872,549,113
train_1873,240,48
train_1874,458,74
train_1875,362,86
train_1876,1028,186
train_1877,582,105
train_1878,1380,248
train_1879,1073,221
train_1880,639,113
train_1881,256,76
train_1882,503,119
train_1883,731,109
train_1884,1051,204
train_1885,839,168
train_1886,1365,225
train_1887,1251,281
train_1888,607,102
train_1889,538,79
train_1890,684,140
train_1891,731,156
train_1892,490,114
train_1893,818,132
train_1894,867,144
train_1895,389,74
train_1896,1361,240
train_1897,530,80
train_1898,750,146
train_1899,640,146
train_1900,655,145
train_1901,636,119
train_1902,925,200
train_1903,555,105
train_1904,467,89
train_1905,549,117
train_1906,637,105
train_1907,679,173
train_1908,371,74
train_1909,588,136
train_1910,636,109
train_1911,668,127
train_1912,973,202
train_1913,1034,165
train_1914,1249,312
train_1915,839,197
train_1916,587,136
train_1917,534,91
train_1918,742,137
train_1919,503,108
train_1920,332,59
train_1921,771,134
train_1922,235,104
train_1923,392,71
train_1924,490,114
train_1925,623,92
train_1926,385,72
train_1927,722,151
train_1928,631,169
train_1929,398,44
train_1930,259,56
train_1931,899,184
train_1932,855,179
train_1933,616,99
train_1934,420,75
train_1935,767,162
train_1936,532,144
train_1937,365,84
train_1938,255,55
train_1939,724,150
train_1940,636,120
train_1941,1115,265
train_1942,772,125
train_1943,1139,190
train_1944,866,152
train_1945,719,176
train_1946,852,175
train_1947,583,132
train_1948,1431,223
train_1949,238,58
train_1950,564,110
train_1951,738,164
train_1952,507,111
train_1953,477,87
train_1954,877,144
train_1955,348,71
train_1956,436,109
train_1957,749,106
train_1958,547,105
train_1959,759,156
train_1960,764,137
train_1961,843,143
train_1962,656,174
train_1963,535,114
train_1964,733,137
train_1965,974,169
train_1966,524,136
train_1967,448,140
train_1968,1071,145
train_1969,663,144
train_1970,1186,145
train_1971,692,118
train_1972,303,147
train_1973,357,126
train_1974,1280,163
train_1975,273,88
train_1976,707,132
train_1977,663,160
train_1978,1307,180
train_1979,349,110
train_1980,932,168
train_1981,245,81
train_1982,692,156
train_1983,301,110
train_1984,381,101
train_1985,532,98
train_1986,248,70
train_1987,1589,209
train_1988,381,122
train_1989,823,222
train_1990,970,107
train_1991,600,130
train_1992,1148,165
train_1993,388,65
train_1994,521,72
train_1995,709,107
train_1996,1286,206
train_1997,530,168
train_1998,254,99
train_1999,233,129
train_2000,1020,130
train_2001,826,173
train_2002,595,164
train_2003,512,102
train_2004,1243,230
train_2005,396,64
train_2006,465,83
train_2007,1449,216
train_2008,929,160
train_2009,1266,195
train_2010,1182,211
train_2011,1207,153
train_2012,859,132
train_2013,600,125
train_2014,1328,179
train_2015,680,140
train_2016,874,125
train_2017,322,133
train_2018,1205,184
train_2019,503,91
train_2020,1043,243
train_2021,1108,284
train_2022,402,59
train_2023,340,58
train_2024,805,183
train_2025,294,59
train_2026,779,173
train_2027,748,137
train_2028,465,95
train_2029,250,62
train_2030,678,123
train_2031,274,44
train_2032,429,97
train_2033,300,69
train_2034,1726,225
train_2035,902,185
train_2036,523,100
train_2037,295,74
train_2038,575,152
train_2039,614,102
train_2040,310,59
train_2041,916,154
train_2042,612,158
train_2043,207,61
train_2044,368,84
train_2045,517,95
train_2046,1882,211
train_2047,769,144
train_2048,942,176
train_2049,1273,255
train_2050,653,96
train_2051,893,147
train_2052,1305,204
train_2053,281,40
train_2054,413,69
train_2055,319,79
train_2056,551,100
train_2057,1179,176
train_2058,388,111
train_2059,640,133
train_2060,965,155
train_2061,818,187
train_2062,1166,235
train_2063,920,178
train_2064,494,196
train_2065,1058,221
train_2066,236,49
train_2067,560,138
train_2068,279,60
train_2069,1253,264
train_2070,645,150
train_2071,303,62
train_2072,502,61
train_2073,820,143
train_2074,548,85
train_2075,827,171
train_2076,2237,377
train_2077,466,124
train_2078,667,117
train_2079,249,61
train_2080,1234,252
train_2081,809,148
train_2082,864,146
train_2083,488,85
train_2084,843,134
train_2085,366,59
train_2086,646,158
train_2087,837,155
train_2088,1342,259
train_2089,551,103
train_2090,333,81
train_2091,1527,247
train_2092,369,99
train_2093,564,99
train_2094,266,65
train_2095,453,102
train_2096,1297,257
train_2097,574,103
train_2098,628,118
train_2099,851,171
train_2100,248,55
train_2101,1084,174
train_2102,1023,183
train_2103,1017,165
train_2104,560,102
train_2105,565,122
train_2106,503,113
train_2107,1767,353
train_2108,1143,146
train_2109,510,93
train_2110,812,138
train_2111,1405,310
train_2112,968,196
train_2113,581,107
train_2114,702,148
train_2115,498,98
train_2116,2231,445
train_2117,416,87
train_2118,609,135
train_2119,1176,245
train_2120,1412,260
train_2121,1168,277
train_2122,613,157
train_2123,705,132
train_2124,486,100
train_2125,489,103
train_2126,402,91
train_2127,533,101
train_2128,568,139
train_2129,1011,225
train_2130,1428,313
train_2131,1232,285
train_2132,545,125
train_2133,1064,195
train_2134,1461,267
train_2135,349,85
train_2136,689,109
train_2137,324,69
train_2138,864,182
train_2139,703,172
train_2140,1053,239
train_2141,576,111
train_2142,342,64
train_2143,786,198
train_2144,731,138
train_2145,254,67
train_2146,282,51
train_2147,812,187
train_2148,372,80
train_2149,978,231
train_2150,549,99
train_2151,830,190
train_2152,1274,235
train_2153,949,193
train_2154,1462,281
train_2155,894,157
train_2156,758,145
train_2157,1053,202
train_2158,1157,187
train_2159,607,118
train_2160,767,144
train_2161,1010,134
train_2162,511,84
train_2163,1212,144
train_2164,322,90
train_2165,438,74
train_2166,614,111
train_2167,961,136
train_2168,810,158
train_2169,1101,142
train_2170,1003,112
train_2171,600,116
train_2172,309,70
train_2173,749,152
train_2174,344,83
train_2175,434,72
train_2176,1774,250
train_2177,611,100
train_2178,511,97
train_2179,360,57
train_2180,533,68
train_2181,550,83
train_2182,817,182
train_2183,769,120
train_2184,768,129
train_2185,516,67
train_2186,485,92
train_2187,784,136
train_2188,937,193
train_2189,809,177
train_2190,1526,251
train_2191,1312,223
train_2192,1573,176
train_2193,809,153
train_2194,1493,232
train_2195,1508,141
train_2196,1027,151
train_2197,242,81
train_2198,1533,350
train_2199,650,144
train_2200,524,116
train_2201,1140,182
train_2202,554,106
train_2203,897,140
train_2204,787,208
train_2205,258,56
train_2206,706,142
train_2207,505,80
train_2208,319,65
train_2209,504,124
train_2210,1252,259
train_2211,549,116
train_2212,636,134
train_2213,291,61
train_2214,501,127
train_2215,339,96
train_2216,644,120
train_2217,1006,202
train_2218,721,137
train_2219,907,210
train_2220,1611,322
train_2221,563,93
train_2222,573,136
train_2223,359,62
train_2224,547,91
train_2225,338,57
train_2226,343,67
train_2227,1352,225
train_2228,805,186
train_2229,708,150
train_2230,1544,277
train_2231,643,125
train_2232,541,130
train_2233,1466,283
train_2234,256,69
train_2235,1578,278
train_2236,576,146
train_2237,1095,222
train_2238,587,95
train_2239,641,107
train_2240,606,143
train_2241,551,108
train_2242,327,79
train_2243,1034,142
train_2244,617,129
train_2245,676,139
train_2246,632,147
train_2247,401,85
train_2248,875,136
train_2249,735,109
train_2250,615,91
train_2251,604,110
train_2252,342,87
train_2253,425,158
train_2254,1704,419
train_2255,795,113
train_2256,301,101
train_2257,644,120
train_2258,243,66
train_2259,410,97
train_2260,461,122
train_2261,487,145
train_2262,387,66
train_2263,766,128
train_2264,1307,281
train_2265,539,85
train_2266,1421,275
train_2267,1043,225
train_2268,911,213
train_2269,1306,229
train_2270,456,105
train_2271,330,71
train_2272,318,86
train_2273,324,49
train_2274,624,117
train_2275,380,90
train_2276,1133,164
train_2277,693,174
train_2278,685,110
train_2279,601,119
train_2280,1585,257
train_2281,689,163
train_2282,868,152
train_2283,1020,206
train_2284,289,109
train_2285,330,74
train_2286,650,108
train_2287,825,181
train_2288,615,138
train_2289,268,70
train_2290,1016,193
train_2291,845,137
train_2292,912,142
train_2293,692,118
train_2294,570,141
train_2295,851,180
train_2296,795,106
train_2297,441,64
train_2298,780,201
train_2299,339,46
train_2300,1017,203
train_2301,401,86
train_2302,587,144
train_2303,610,130
train_2304,387,64
train_2305,1091,198
train_2306,968,222
train_2307,765,147
train_2308,475,118
train_2309,1163,310
train_2310,949,226
train_2311,666,159
train_2312,1005,236
train_2313,520,106
train_2314,915,175
train_2315,1022,214
train_2316,290,61
train_2317,568,120
train_2318,927,170
train_2319,778,204
train_2320,819,190
train_2321,1061,186
train_2322,299,72
train_2323,743,126
train_2324,549,122
train_2325,444,98
train_2326,1094,200
train_2327,226,58
train_2328,228,74
train_2329,259,84
train_2330,730,116
train_2331,799,168
train_2332,522,104
train_2333,741,146
train_2334,993,200
train_2335,871,170
train_2336,233,51
train_2337,1172,181
train_2338,786,155
train_2339,835,143
train_2340,588,105
train_2341,1301,242
train_2342,923,189
train_2343,568,125
train_2344,809,165
train_2345,709,159
train_2346,847,172
train_2347,822,134
train_2348,1263,180
train_2349,1097,206
train_2350,626,91
train_2351,693,166
train_2352,513,114
train_2353,449,79
train_2354,1168,192
train_2355,1349,229
train_2356,644,127
train_2357,874,158
train_2358,527,106
train_2359,1194,215
train_2360,617,137
train_2361,1532,248
train_2362,296,86
train_2363,320,57
train_2364,526,133
train_2365,772,150
train_2366,637,169
train_2367,1090,182
train_2368,632,86
train_2369,701,131
train_2370,526,125
train_2371,1453,240
train_2372,822,160
train_2373,866,189
train_2374,525,110
train_2375,502,118
train_2376,1437,271
train_2377,782,192
train_2378,1533,267
train_2379,555,121
train_2380,722,99
train_2381,528,130
train_2382,698,131
train_2383,985,189
train_2384,1108,160
train_2385,651,156
train_2386,435,94
train_2387,1584,201
train_2388,540,132
train_2389,1019,187
train_2390,770,100
train_2391,626,104
train_2392,731,130
train_2393,515,101
train_2394,893,160
train_2395,1138,160
train_2396,861,118
train_2397,266,43
train_2398,353,72
train_2399,702,137
train_2400,521,106
train_2401,423,95
train_2402,1331,231
train_2403,970,207
train_2404,1471,228
train_2405,524,95
train_2406,1123,182
train_2407,802,136
train_2408,682,130
train_2409,706,140
train_2410,1398,232
train_2411,1045,211
train_2412,1301,228
train_2413,285,49
train_2414,897,126
train_2415,355,81
train_2416,234,40
train_2417,442,80
train_2418,1146,180
train_2419,809,161
train_2420,220,62
train_2421,478,84
train_2422,259,59
train_2423,1561,285
train_2424,594,112
train_2425,746,147
train_2426,904,175
train_2427,726,147
train_2428,885,158
train_2429,770,124
train_2430,464,115
train_2431,578,118
train_2432,668,110
train_2433,324,79
train_2434,1144,181
train_2435,308,76
